Album Name,Artist,Spotify URI,credit: YOUR NAME HERE!,Anthony Fantano's Score
All-Amerikkkan Bada$$,Joey Bada$$,spotify:album:6swV0WUnPygRIMgEKn6Ige,MasterEth,8
Self-Titled,Arca,spotify:album:1MQO4j8QExVgmnplbIodEU,Lucas Barnes,5
DAMN.,Kendrick Lamar,spotify:album:4eLPsYPBmXABThSJ821sqY,MasterEth,7
50 Song Memoir,The Magnetic Fields,spotify:album:2b3JjOvKw9UN47ND80Tvri,moonberserker,7
"Sincerely, Future Pollution",Timber Timbre,spotify:album:49I6QGpLjGJYC9WlyMEPhG,moonberserker,5
Narkopop,Gas,spotify:album:4JQ2igmQEWUihSRzWgTiCF,moonberserker,2
More Scared of You Than You Are of Me,The Smith Street Band,spotify:album:5MyYR0AWm7S7dbfVyEvIju,Lucas Barnes,6
Pleasure,Feist,spotify:album:5DLqMDgi1dFGJP6Zxb2sVd,moonberserker,8
All This I Do For Glory,Colin Stetson,spotify:album:5IQhNr6Vn3cq03bPty6Cpe,Papua sedang dijajah,7
Everybody,Logic,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,SPOOPI,5
This Old Dog,Mac DeMarco,spotify:album:6XzoFb3hP14jVQeCMRdVJR,SPOOPI,7
Trumpeting Ecstasy,Full of Hell,spotify:album:1CICQQAxvXbayxDF5jJETJ,SPOOPI,6
Self-Titled,Slowdive,spotify:album:4nSWX5A4xVomzrOEGDKLQ6,SPOOPI,4
No Shape,Perfume Genius,spotify:album:7awgq3vvlsIeA7dZduR9x4,SPOOPI,8
Self-Titled,Harry Styles,spotify:album:1FZKIm3JVDCxTchXDo5jOV,SPOOPI,4
After Laughter,Paramore,spotify:album:1c9Sx7XdXuMptGyfCB6hHs,SPOOPI,7
Compassion,Forest Swords,spotify:album:3Mp0TZs7hlVdjUO0LVTlqh,SPOOPI,8
Rocket,(Sandy) Alex G,spotify:album:5Pq92omNLyQgGGrj2u4pur,SPOOPI,5
Teenage Emotions,Lil Yachty,spotify:album:6upTR3RFKR7K20OnHRXDkL,SPOOPI,2
First Opus,Sinjin Hawke,spotify:album:19FFct3GihJy9CKw9BeVFN,SPOOPI,8
Relaxer,alt-J,spotify:album:3uHMSQ1cC1fFAi4WMnelQP,SPOOPI,5
Is This the Life We Really Want?,Roger Waters,spotify:album:2XhQwji1ixgjca0XzkiTek,SPOOPI,7
Somersault,Beach Fossils,spotify:album:6Kkz3vJXJzemMSQkbsqWQR,SPOOPI,5
Saturation,Brockhampton,spotify:album:67smHJOf5YlFwad6dAlppm,MasterEth,9
Witness,Katy Perry,spotify:album:0UlbGi4oAth8s6rwaGSU8Z,moonberserker,6
Planetarium,"Sufjan Stevens, et al.",spotify:album:0msgMFYRkWX6HixjvGOQHJ,Papua sedang dijajah,5
Ctrl,SZA,spotify:album:76290XdXVF9rPzGdNRWdCh,Aaron Muir Hamilton,7
Bravado,Kirin J Callinan,spotify:album:0aRd8lUy4CsbAUEB2lPa5z,Papua sedang dijajah,8
Beautiful Thugger Girls,Young Thug,spotify:album:51KZKzPd3OQT1r46a55VTt,MasterEth,5
Renaissance,The Underachievers,spotify:album:6KH0I5mrNXDuY7Z7oSeGOo,Aaron Muir Hamilton,6
Goths,The Mountain Goats,spotify:album:6VTTkMIKHhmFsZkKXsvS5I,Aaron Muir Hamilton,8
Melodrama,Lorde,spotify:album:2B87zXm9bOWvAJdkJBTpzF,Aaron Muir Hamilton,7
Reflections of a Floating World,Elder,spotify:album:3KHAbIF4DHori5AW2nWdUA,Aaron Muir Hamilton,8
Murder of the Universe,King Gizzard and the Lizard Wizard,spotify:album:61ZDWEphPwgz6Hzmt6ZK8y,Thomas Buckley,6
Big Fish Theory,Vince Staples,spotify:album:5h3WJG0aZjNOrayFu3MhCS,Aaron Muir Hamilton,6
Crack-Up,Fleet Foxes,spotify:album:0xtTojp4zfartyGtbFKN3v,Lucas Barnes,8
The Underside of Power,Algiers,spotify:album:76prhNJNWdBGlYU19VXUrT,Lucas Barnes,8
GT Ultra,Guerilla Toss,spotify:album:2HJ2jjZjPe7jhKL6OwtoZY,Lucas Barnes,8
Issa Album,21 Savage,spotify:album:4QUNWTw2FsIz722xjUjFJw,MasterEth,3
Something to Tell You,Haim,spotify:album:5m9rXTBF7mHFGQlFsiEHrY,Lucas Barnes,5
Hug of Thunder,Broken Social Scene,spotify:album:6oPAq3tPMGIvlpjoscQP4g,Lucas Barnes,7
Known Unknowns,Billy Woods,spotify:album:67paibJlA5CXa0i8L8rraq,Lucas Barnes,8
Why Love Now,Pissed Jeans,spotify:album:28DmrpnPDaAYBc0F5P6niZ,Lucas Barnes,7
Flower Boy,"Tyler, the Creator",spotify:album:2nkto6YNI4rUYTLqEwWJ3o,Aaron Muir Hamilton,8
Lust For Life,Lana Del Rey,spotify:album:7xYiTrbTL57QO0bb4hXIKo,Aaron Muir Hamilton,6
"Howling, For The Nightmare Shall Consume",Integrity,spotify:album:0DhMSZBgfiDgyudnQ7kxbU,Lucas Barnes,7
Quazarz DOUBLE,Shabazz Palaces,spotify:album:403FpASwFwZEg1oc0qzwBR,Lucas Barnes,3
Raskit,Dizzee Rascal,spotify:album:1EjZ2UwBiTpm4os9jq25WA,Lucas Barnes,6
Add Violence,Nine Inch Nails,spotify:album:28DJ00Yr5oOhH0uOUgTQwc,Aaron Muir Hamilton,6
Everything Now,Arcade Fire,spotify:album:1DNojVW079FU9YnAMk3Cgr,Lucas Barnes,4
Good For You,Aminé,spotify:album:3lajefIuUk4SfzqVBSJy8p,Lucas Barnes,5
The Autobiography,Vic Mensa,spotify:album:6NySuONTKK6mtLG0nF80Jr,Lucas Barnes,6
Wrong One to Fuck With,Dying Fetus,spotify:album:0eZiXvvAJcvONgxZJAo3Ms,Lucas Barnes,8
Thin Black Duke,Oxbow,spotify:album:6i1gPMw4oohyWhhrGk9Ghz,Lucas Barnes,8
Satan's Graffiti or God's Art?,Black Lips,spotify:album:4ml6A0R0vrHdSEAua3nA98,Lucas Barnes,7
Self-Titled,Dead Cross,spotify:album:0pgakkzw4eUOMPfwBXxj7E,boybobby,7
Savage Sinusoid,Igorrr,spotify:album:2NsGk9oBBBMfblYdLcjYhu,Lucas Barnes,7
Rainbow,Kesha,spotify:album:1IYVB8NfiRqhdZlTxjspNh,Aaron Muir Hamilton,7
Who Told You To Think??!!?!?!?!,Milo,spotify:album:2YnPKkbkJ644AJk4kcqcx5,SPOOPI,7
Peasant,Richard Dawson,spotify:album:1Yg57d0GXf7ko3fiEmUBvb,SPOOPI,8
Self-Titled,Alice Glass,spotify:album:5FXlBbOLPltg9Ix0Ri7G01,boybobby,7
Science Fiction,Brand New,spotify:album:0CuR6Mppen7l6GRFwzNJbl,SPOOPI,7
A Fever Dream,Everything Everything,spotify:album:2GtInYJkeBkKAHmVfWqLkN,SPOOPI,6
Sketches of Brunswick East,King Gizzard & The Lizard Wizard w/ Mild High Club,spotify:album:61qF9TudqPlxy4a7u8xXrv,Thomas Buckley,5
Painted Ruins,Grizzly Bear,spotify:album:3QOXA8bqsml8CslUdgHXrW,SPOOPI,6
Luv Is Rage 2,Lil Uzi Vert,spotify:album:733e1ZfktLSwj96X5rsMeE,MasterEth,3
17,XXXTentacion,spotify:album:5VdyJkLe3yvOs0l4xXbWp0,MasterEth,2
Saturation II,Brockhampton,spotify:album:0XnqQzdSFAml08XZoRt1St,SPOOPI,8
Villains,Queens of the Stone Age,spotify:album:6JdX9MGiEMypqYLMKyIE8a,Lucas Barnes,6
Cozy Tapes Vol. 2: Too Cozy,A$AP Mob,spotify:album:0qr1Fvi1haEDWVbFtekZLb,Lucas Barnes,4
Orc,Oh Sees,spotify:album:6UqkJtjad0HIClK1ndqCsd,SPOOPI,8
A Deeper Understanding,The War On Drugs,spotify:album:4TkmrrpjlPoCPpGyDN3rkF,SPOOPI,5
American Dream,LCD Soundsystem,spotify:album:4AF1M7bGCFL3LHCtXUUXw5,SPOOPI,6
Blue Chips 7000,Action Bronson,spotify:album:0N3HnJ7Jw1VrfO5TnbNWEA,SPOOPI,6
Self-Titled,Bicep,spotify:album:4psDRFbIlUM1KUb1omccXo,boybobby,7
Outrage! Is Now,Death From Above,spotify:album:0vqjbSMsOSoXnVLCGvfhpp,SPOOPI,8
Okovi,Zola Jesus,spotify:album:3xgTnei8Ry6o0VeOYeoZg0,SPOOPI,6
Antisocialites,Alvvays,spotify:album:7CCwkPweMxKq8yWkVerH6T,Lucas Barnes,8
Mourn,Corbin,spotify:album:7HQqccrUGX304AXOV2S7hY,SPOOPI,7
Forced Witness,Alex Cameron,spotify:album:6y9QkSGMnFRJRbKzh0j91A,Lucas Barnes,8
Pharma,Nmesh,spotify:album:5ZAkF7YKQI1F1M7faPYl38,SPOOPI ,7
Sleep Well Beast,The National,spotify:album:6zG9PHw8dlMLIyRE9TEGGk,Lucas Barnes,7
Dedicated to Bobby Jameson,Ariel Pink,spotify:album:20QC9JeWIAgKxPdTqI0A0U,Lucas Barnes,8
Freudian,Daniel Caesar,spotify:album:3xybjP7r2VsWzwvDQipdM0,Lucas Barnes,7
Brick Body Kids Still Daydream,Open Mike Eagle,spotify:album:1VDnqZVFSg0xVF104kaIix,Lucas Barnes,8
Mareridt,Myrkur,spotify:album:3ewAlccDDYFoybQaMnkTvW,Lucas Barnes,6
Concrete and Gold,Foo Fighters,spotify:album:6KMkuqIwKkwUhUYRPL6dUc,Lucas Barnes,6
Laila's Wisdom,Rapsody,spotify:album:0IkioqpdjITJwhbRliLoCx,Lucas Barnes,8
Luciferian Towers,Godspeed You! Black Emperor,spotify:album:2eOMttZbB9lBc9LLMj56xj,Lucas Barnes,5
Gemini,Macklemore,spotify:album:72qA6s4fjF8Y2VX1UDMfp2,Lucas Barnes,3
Hiss Spun,Chelsea Wolfe,spotify:album:1nnenAgIzIipcodyg879Vx,Lucas Barnes,7
Young Martha,Young Thug & Carnage,spotify:album:1uPwwIkzsCOanBsLExFitZ,Lucas Barnes,8
Thrice Woven,Wolves In the Throne Room,spotify:album:1Uw3L9tXHZFuTS1lepKNVk,Lucas Barnes,6
Wonderful Wonderful,The Killers,spotify:album:72ZfMxLCPG8mlWC0TXfZQi,CB,6
Drive It Like It's Stolen,Injury Reserve,spotify:album:7ipmdpMltN2eD0TAzVb5bb,CB,7
Ne? Wax Bloom,Iglooghost,spotify:album:4GtJxsVNIZIm5setTuWQxk,CB,8
Written At Night,Uncommon Nasa,spotify:album:04rvDUDiK7J7iJBb1yauYS,CB,8
Take Me Apart,Kelela,spotify:album:6pw1XPub1bSMq03ASVqRVu,Lucas Barnes,8
Poppy.Computer,Poppy,spotify:album:2X8hslZKWgIy753r4fFOxr,Lucas Barnes,6
Heaven Upside Down,Marilyn Manson,spotify:album:6kbfR3NJmBGlgsTPAYmezz,Lucas Barnes,5
Relatives In Descent,Protomartyr,spotify:album:5w1LR7cbTKEoCfgB98rkgR,Lucas Barnes,8
MASSEDUCTION,St. Vincent,spotify:album:4RoOGpdrgfiIUyv0kLaC4e,Lucas Barnes,6
The OOZ,King Krule,spotify:album:6Ulu31dfRTpIAud08ZIhXd,Lucas Barnes,4
Mr. Davis,Gucci Mane,spotify:album:2aTOwGU66ocsf8IQpOI0XZ,MasterEth,5
Colors,Beck,spotify:album:6BOQkxcHspMoRWEwEexf4l,Lucas Barnes,4
Caustic,Primitive Man,spotify:album:7jgBTDv98zf3RuEOtHOcit,Lucas Barnes,8
Humaniac,Lou the Human,spotify:album:71LzLQGcM27f5n0tzJgkMx,Lucas Barnes,7
As You Were,Liam Gallagher,spotify:album:2V3WS9tlPYmscBNWHHYu9X,Lucas Barnes,6
Always Foreign,The World Is A Beautiful Place,spotify:album:4w8JKVtsuSVTpypF4rzkVV,Lucas Barnes,6
Plunge,Fever Ray,spotify:album:3UHMhYzYnfTBEuDxb1JmxC,Lucas Barnes,5
4eva Is a Mighty Long Time,Big K.R.I.T.,spotify:album:6vGEX2ejVVsHTIsqI1teZg,Lucas Barnes,9
Pacific Daydream,Weezer,spotify:album:3EwfQtjvyRAXsPWAKO5FDP,Lucas Barnes,4
Without Warning,"21 Savage, Offset & Metro Boomin",spotify:album:0MV1yCXcNNQBfwApqAVkH0,MasterEth,7
Turn Out the Lights,Julien Baker,spotify:album:3uIsEwFYYV4rwRssSEJ8Lb,Lucas Barnes,7
RINA,Rina Sawayama,spotify:album:0Kju1j2r9e6LG3HJ4ldvAW,Lucas Barnes,9
The Dusk In Us,Converge,spotify:album:23cl7dningjCbwiNpOyFMP,Lucas Barnes,8
The Thrill of It All,Sam Smith,spotify:album:3XftSbguntyRTBQaGItmfK,Lucas Barnes,4
Vicious,Skepta,spotify:album:1dSvdsbgLtbSd7vUckHvKS,Lucas Barnes,5
I Tell A Fly,Benjamin Clementine,spotify:album:1v4zmET7gBMnQ9UTfPatgs,Lucas Barnes,5
Reputation,Taylor Swift,spotify:album:6DEjYFkNZh67HP7R9PSZvv,Lucas Barnes,4
Stranger,Yung Lean,spotify:album:6pbfofGywFkDyt1HoKYnRd,Lucas Barnes,6
ken,Destroyer,spotify:album:30uony23TuPbw1HM6fUCjG,Lucas Barnes,5
TFCF,Liars,spotify:album:73mhFOrUbg9FwfRxGtlOze,Lucas Barnes,5
Rome,Armand Hammer,spotify:album:3KhH1DkflxVkR9ABWV7rNG,Lucas Barnes,6
SYRE,Jaden Smith,spotify:album:4IFpj2jyRcugt1yzH82m3E,Lucas Barnes,4
Polygondwanaland,King Gizzard & The Lizard Wizard,spotify:album:3esB4Gl0K2LKCgACUJa3mu,Thomas Buckley,7
Soul of a Woman,Sharon Jones & The Dap-Kings,spotify:album:7vpplH7g4IZXRshDgWTqUn,Lucas Barnes,8
Utopia,Björk,spotify:album:037hz3oZyrgcJOheyhPMnC,Coffee Break,7
No Shame,Hopsin,spotify:album:4tIIfBzzOCO8TuP0RZ2Ot6,Coffee Break,4
Los Ángeles,Rosalía,spotify:album:7mGsUwMuhsKiOKx9X9k7tj,Lucas Barnes,8
No Dope On Sundays,Cyhi The Prynce,spotify:album:79yQxmlPsMM41NH3AiVSNK,Lucas Barnes,5
Material Control,Glassjaw,spotify:album:3Z9dDwHYs6mPAW2BHoT4JZ,Lucas Barnes,6
Ash,Ibeyi,spotify:album:3AfBuChwSzSSufGjTAafzt,Lucas Barnes,7
Who Built the Moon?,Noel Gallagher's High Flying Birds,spotify:album:2pzI39O9jAVFghND0SiQHm,Lucas Barnes,6
Rainbow Mirror,Prurient,spotify:album:5S2Zs1z2Ior1rk0t6g2xq5,Lucas Barnes,6
Highly Rare,Makaya McCraven,spotify:album:0KCESo1z5AtLgXNQYdOVc0,Lucas Barnes,7
1992 Deluxe,Princess Nokia,spotify:album:0HDrblLFAsyyytu3xKtbnL,Lucas Barnes,8
Double or Nothing,Big Sean & Metro Boomin,spotify:album:0llyIxX3nDC3hobbGibVZl,Lucas Barnes,5
Saturation III,Brockhampton,spotify:album:5c2AzoNyr46fCQM5d8mxE0,Lucas Barnes,8
"From A Room, Vol. 2",Chris Stapleton,spotify:album:24fkX2Gdqw4a6pR9BUYbE5,Davethegreat,7
Revival,Eminem,spotify:album:0U6ldwLBEMkwgfQRY4V6D2,Davethegreat,2
"Huncho Jack, Jack Huncho",Travis Scott & Quavo,spotify:album:6FED8aeieEnUWwQqAO9zT1,Lucas Barnes,6
NO_ONE EVER REALLY DIES,N.E.R.D,spotify:album:54OXaFd0PtGtAgauTmARkD,Davethegreat,7
Post-,Jeff Rosenstock,spotify:album:6V9Jt2kOBeYhAi9u52QGxH,Lucas Barnes,9
Ephorize,CupcakKe,spotify:album:5vnAsJiYwz1Cb3lydVGN9W,Lucas Barnes,7
Gumboot Soup,King Gizzard & The Lizard Wizard,spotify:album:5xrEEedgqTCsEifRUvTMjx,Thomas Buckley,7
Veteran,JPEGMAFIA,spotify:album:51WLEfPEEkzAWurvuY6Gco,Lucas Barnes,8
Ruins,First Aid Kit,spotify:album:5l2Ts5Hd4BN2O28rZksznR,Lucas Barnes,7
I Can Feel You Creep Into My Private Life,Tune-Yards,spotify:album:08eRmv5QDqzFkLR0B8DhoO,Lucas Barnes,5
Culture II,Migos,spotify:album:7fd7SEK25VS3gJAUgSwL6y,Lucas Barnes,4
Freedom's Goblin,Ty Segall,spotify:album:3RBS1ViF2Y6kJDDs74Ug5i,Lucas Barnes,7
Ion,Portal,spotify:album:3Ah46ts0j8wOr4lG73e346,Lucas Barnes,9
Man of the Woods,Justin Timberlake,spotify:album:01l3jTY261V3CESZR4dABz,Lucas Barnes,3
Amen,Rich Brian,spotify:album:4Y2V5TihhuWyKGnUzLQEpH,Lucas Barnes,6
Snares Like A Haircut,No Age,spotify:album:2Wpp2OHSXciwnBX0Vv5op0,Lucas Barnes,7
Swell,Tiny Moving Parts,spotify:album:25mFiSG2fnKDliGDtyYNpa,Lucas Barnes,4
Down Below,Tribulation,spotify:album:3W0Attfc9hO9Vb03ngDn2k,Lucas Barnes,7
Little Dark Age,MGMT,spotify:album:7GjVWG39IOj4viyWplJV4H,Lucas Barnes,8
Cubafonía,Daymé Arocena,spotify:album:7lf5gCQbSA8LoHwFcxLr95,Lucas Barnes,8
Black Panther The Album,Various Artists,spotify:album:3pLdWdkj83EYfDN6H2N8MR,SPOOPI,6
Twin Fantasy (Face to Face),Car Seat Headrest,spotify:album:20U1UWeGcGq7JVW0tf8yfH,Lucas Barnes,8
Room Inside The World,Ought,spotify:album:3vF1GQeq3Mnu13x0Rkakhv,Lucas Barnes,6
In a Poem Unlimited,U.S. Girls,spotify:album:5mcuyVRQmrRlfFqDDfJI1q,Vincent-Amadeus,8
All at Once,Screaming Females,spotify:album:1fOxg0lovMu0CPUT2G1WCL,Vincent-Amadeus,8
Gangin,SOB x RBE,spotify:album:2PdBVnMc2vEEQU7J3CW6X9,Vincent-Amadeus,6
2012 - 2017,A.A.L (Against All Logic),spotify:album:1uzfGk9vxMXfaZ2avqwxod,Vincent-Amadeus,9
Time & Space,Turnstile,spotify:album:7bZveW9UQfYbkPH9pkpaQx,Vincent-Amadeus,5
Memories Don't Die,Tory Lanez,spotify:album:690IaVCcNRCfhoL2epFzbo,Vincent-Amadeus,3
You're Not Alone,Andrew W.K.,spotify:album:0JxUvmY64hj0QKgbChqv6z,Vincent-Amadeus,8
A Productive Cough,Titus Andronicus,spotify:album:0JxUvmY64hj0QKgbChqv6z,Vincent-Amadeus,5
Dead Magic,Anna von Hausswolff,spotify:album:29haLrvX37jDkDfwVk4FKV,Lucas Barnes,8
Lil Boat 2,Lil Yachty,spotify:album:4nHOF3neSo6Y7OG5OAflkC,Vincent-Amadeus,7
American Utopia,David Byrne,spotify:album:3yEKOe346E7jTIK64lBylw,Vincent-Amadeus,7
Musas Vol. 2,Natalia Lafourcade,spotify:album:7JbbUP152jaRbhQ7CJ1DOy,Lucas Barnes,8
?,XXXTENTACION,spotify:album:2Ti79nwTsont5ZHfdxIzAm,MasterEth,4
Cocoa Sugar,Young Fathers,spotify:album:03Dp6OJS4wd7dI1rRszPwj,( Anonymous ),6
Firepower,Judas Priest,spotify:album:7p3G0OCxtlWyJcPE1FxnyB,Alexander Rodgers,8
Self-Titled,The Neighbourhood,spotify:album:5xbaMmAs8y8sglwm3GzHCm,Lucas Barnes,4
American Dollar Bill,Keiji Haino + Sumac,spotify:album:6yqZZpDNeqNTPsk0fH2Pi7,Alexander Rodgers,7
Now Only,Mount Eerie,spotify:album:7aQG6DxwFmUKVhkOJtlCZ1,Alexander Rodgers,7
Boarding House Reach,Jack White,spotify:album:6btUx9G2BPajQ7P6mpTxId,Alexander Rodgers,9
PRhyme 2,PRhyme,spotify:album:0cVMV7YfoT1p3oTOAM4dMd,Alexander Rodgers,6
New Material,Preoccupations,spotify:album:1ZGiarrW4MVo8xHK5WQEnF,Alexander Rodgers,5
Self-Titled,Superorganism,spotify:album:15TFB6uLZlb3gnCysRrLix,Alexander Rodgers,7
"My Dear Melancholy,",The Weeknd,spotify:album:4qZBW3f2Q8y0k1A84d4iAO,Alexander Rodgers,5
Virtue,The Voidz,spotify:album:2dMmcXlG8xtRJNlsjIrPWe,Alexander Rodgers,8
Czarface Meets Metal Face,CZARFACE & MF DOOM,spotify:album:2PPvDD3t985MvMphfSwzgr,Alexander Rodgers,7
Everything's Fine,Jean Grae x Quelle Chris,spotify:album:22oHrB4SLwayyuLE02t5BD,Alexander Rodgers,8
Golden Hour,Kacey Musgraves,spotify:album:7f6xPqyaolTiziKf5R5Z0c,Alexander Rodgers,4
Invasion of Privacy,Cardi B,spotify:album:4KdtEKjY3Gi0mKiSdy96ML,Alexander Rodgers,6
Vacation in Hell,Flatbush Zombies,spotify:album:622gmiTAUET3WtAZq8aXtS,Alexander Rodgers,6
Isolation,Kali Uchis,spotify:album:4EPQtdq6vvwxuYeQTrwDVY,Alexander Rodgers,8
Your Queen Is a Reptile,Sons of Kemet,spotify:album:4pxnDGBdoGu88h8ZInX5f5,Alexander Rodgers,8
The Tree of Forgiveness,John Prine,spotify:album:13UwfQZqne7ZQIkUZsAPLg,Alexander Rodgers,7
Sex & Food,Unknown Mortal Orchestra,spotify:album:7c2Xfq7aQKzs0KdSI3K7Rc,Alexander Rodgers,5
KOD,J. Cole,spotify:album:4Wv5UAieM1LDEYVq5WmqDd,Alexander Rodgers,5
"Bark Your Head Off, Dog",Hop Along,spotify:album:7taAuoHvZ4LJzEaB0OzuP3,Alexander Rodgers,8
Eat the Elephant,A Perfect Circle,spotify:album:3Jr1RhAyndBxtyi8rJs3Op,Alexander Rodgers,5
The Sciences,Sleep,spotify:album:3OCerJ8rgcBuPh3ob5GHve,Alexander Rodgers,8
beerbongs & bentleys,Post Malone,spotify:album:6trNtQUgC8cgbWcqoMYkOR,Alexander Rodgers,7
Dirty Computer,Janelle Monáe,spotify:album:2PjlaxlMunGOUvcRzlTbtE,Alexander Rodgers,8
The Scars of Man on the Once Nameless Wilderness,Panopticon,spotify:album:76P2P0LBxyoIxVaGe8VWkb,Alexander Rodgers,4
Primal Heart,Kimbra,spotify:album:4pj0BkJ7u39i009oqe8V79,Alexander Rodgers,7
Song For Alpha,Daniel Avery,spotify:album:2ZJvD9UiI3NcoPS8K7IF5i,Lucas Barnes,5
SR3MM,Rae Sremmurd,spotify:album:4vLYreWxd2ptOAzPwTyBI3,Lucas Barnes,7
Beyondless,Iceage,spotify:album:5H8wFFblf7YvGc7LbBzuR9,Lucas Barnes,7
Godfather II,Wiley,spotify:album:1z4Pa5qtatoEbsoXMSYdQv,Lucas Barnes,5
Singularity,Jon Hopkins,spotify:album:1nvzBC1M3dlCMIxfUCBhlO,Lucas Barnes,7
Die Lit,Playboi Carti,spotify:album:7dAm8ShwJLFm9SaJ6Yc58O,Lucas Barnes,7
7,Beach House,spotify:album:4qftBBO7pnYlek3mRENIvM,DavetheGreat,7
Tranquility Base Hotel + Casino,Arctic Monkeys,spotify:album:1jeMiSeSnNS0Oys375qegp,DavetheGreat,5
Tell Me How You Really Feel,Courtney Barnett,spotify:album:3l7JWewI3ZByxaT5BCgRx2,DavetheGreat,6
Wide Awake!,Parquet Courts,spotify:album:5uTI2HcpAywDP8Vo1DpJta,DavetheGreat,9
Mark Kozelek,Mark Kozelek,spotify:album:2srShhDYRXZ6tYk0I61Pkw,DavetheGreat,7
DAYTONA,Pusha T,spotify:album:07bIdDDe3I3hhWpxU6tuBp,DavetheGreat,8
Communion,Park Jiha,spotify:album:5cOsXBUTKytilc5odrPtpk,DavetheGreat,6
